"UNIT";"AGE";"SEX";"GEO";"FREQ";"obsTime";"obsValue";"OBS_FLAG";"OBS_STATUS"
"HR";"Y_GE15";"T";"ITH1";"A";"2004";39,2;"b";NA
"HR";"Y_GE15";"T";"ITH1";"A";"2003";38,7;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2002";39,1;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2001";39,5;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"2000";38,9;NA;NA
"HR";"Y_GE15";"T";"ITH1";"A";"1999";39,5;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2015";36,2;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2014";36,5;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2013";36,5;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2012";36,5;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2011";36,8;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2010";37,1;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2009";37,1;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2008";37,3;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2007";37,4;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2006";37,6;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2005";37,7;"b";NA
"HR";"Y_GE15";"T";"ITH2";"A";"2004";37,9;"b";NA
"HR";"Y_GE15";"T";"ITH2";"A";"2003";38,8;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2002";38,8;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2001";39,1;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"2000";38,2;NA;NA
"HR";"Y_GE15";"T";"ITH2";"A";"1999";39,3;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2015";37,2;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2014";37,1;NA;NA
